,Número de registro,Outros números,Situação,Denominação,Título,Autor,Classificação,Resumo descritivo,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Material/Técnica,Local de produção,Data de produção,ACERVO,URL,TAINACAN_COLECTION_ID
13,52.004.I/030.015,,Localizado,Luminária,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,Base circular com frisos. Haste torneada em discos e vaso. Campânula circular com frisos. Sucena redonda.,49,,,18,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
14,52.004/030.014,,Localizado,Luminária,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,Base circular com frisos. Haste torneada em discos e vaso. Campânula circular com frisos. Sucena redonda.,50,,,18,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
15,52.005/030.016,36,Localizado,Luminária,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Castiçal de madeira entalhada. Base quadrangular com 04 pés, 03 com volutas pintadas de verde e vermelho e 01 simples. Haste torneada com folhas de acanto e disco. Campânula simples com vela encaixando diretamente. Castiçal de canto com a parte traseira lisa.",65,20,,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
16,52.006/030.017,,Localizado,Luminária,Castiçal,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Base octogonal com frisos. Haste em coluna, em forma de vaso. Sucena cilíndrica.",17,,,2,,Metal,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
17,52.007/030.018,59 | 52,Localizado,Quinteiro,Medida para ouro,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Quinteiro de bronze, com tampo, alça e fecho articulados. Tampo ornamentado com relevos em conchoides e cartelas; apresenta na parte superior as armas reais e na inferior a data 1775. As mesmas armas se repetem na alça, no fecho e no remate da articulação, todos de recorte.",26,,,19 (do tampo),,Metal > Bronze,Não identificado,Século XVIII > 1775,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
18,52.008/030.019,,Localizado,Pia Ritual,Pia Batismal,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Pia ritual. Negro portador de vaso, em cedro, em 02 secções, base representando figura de negro de pé, posição frontal, cabelos entalhados curtos ondulados, olhos abertos, nariz achatado, boca fechada, braços flexionados para cima, mãos sobre a cabeça, pernas com joelhos flexionados, pés com pequeno afastamento em diagonal. Busto nu com tanga. Sobre a cabeça pia com entalhe formando caneluras, 02 com folhas de acanto, 02 com folha de acanto encimado por cabeça humana. Borda circular, peanha retangular com ângulos batidos.",109,36,,32,,Madeira > Cedro,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
19,52.009/030.020,10,Localizado,Bigorna,Bigorna de ferro,Não identificado,06 Trabalho > 06.3 Equipamento de Artistas/Artesãos,"Peça de ferro, formato triangular nas 02 faces laterais, base retangular para fixar no chão.",68,29,,,175 k,Metal > Ferro,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
20,52.010/030.021,12,Localizado,Missal,Missal Romano,Não identificado,10 Comunicação > 10.1 Documento,"Forma retangular, capa cor preta com margens horizontais e verticais duplas em linhas douradas. Trás no centro da capa uma cruz em linhas douradas. Com capa de couro filetado a ouro.",41,28,,,,Couro | Papel,Não identificado,Século XIX > 1881,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
21,52.011/030.022,39,Localizado,Mesa,Mesa,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Mesa de tampo redondo sobre caixa quadrada. Quatro pernas torneadas, sustentadas por 02 traves torneadas. Pés torneados, ovais.",87,,,99,,Madeira,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
22,52.012/030.023,,Localizado,Fragmento,Fragmento do altar de Ouro Fino,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Forma triangular, entalhado com cartela decorada por elementos florais.",44,28,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
23,52.013/030.024,31,Localizado,Santa,Nossa Senhora da Conceição,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Corpo em pé, posição frontal. Cabeça erguida, meio inclinada a direita. Olhos abertos, boca fechada, nariz achatado, fisionomia triste, queixo em bola. Perna esquerda apoiada. Cabelo curto, ondulado. Pescoço curto, atarracado. Braço direito estendido a frente. Túnica longa, manto ¾ e véu curto.",20,8,,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
24,52.014/030.025,,Localizado,Crucifixo,,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Crucifixo de madeira, com imagem de Cristo. Corpo em pé, de frente, posição de crucificação. Cabeça pendida, inclinada a direita. Cabelos meio longo e lisos. Pescoço curto, atarracado. Barba curta, pintada. Olhos abertos para baixo, pintados. Nariz aquilino. Braços de encaixe levantados par cima. Pernas flexionadas, pé direito sobre o esquerdo. Pintado de branco, cabelos e barba pretos. Marcas vermelhas imitando manchas de sangue. Perisônio com frisos dourados. Cristo: altura 25, largura 19.",52,"26,5",,,,Madeira,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
25,52.015/030.026,40,Localizado,Banco-Arca,Banco-Arca,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Faces laterais com recorte em curva formando os braços e recebendo o encosto também com recortes na parte superior. Assento fixo encaixado nas faces laterais, no centro local onde se colocava o fecho central.",122,222,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XIX,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
26,52.016/030.027,,Localizado,Mesa,Mesa de Jardim,Cincinato da Mota Pedreira,05 Interiores > 05.5 Peça de Mobiliário,"Mesa em pedra sabão com tampo redondo, apoiado por uma coluna. Base redonda, no tampo uma coroa com três pontas.",83,,,102,,Pedra > Pedra sabão,Brasil > Goiás,Século XIX,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
27,52.017/030.028,17,Localizado,Pia Ritual,Pia de água benta,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Pia de Água Benta, talhada em pedra sabão, com rebordos ondulados, formato circular, com suporte para fixar na parede. No interior entalhado uma flor.",17,,,22,,Pedra > Pedra sabão,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
28,52.018/030.029,,Localizado,Quadro,Suplício de Santa Ágatha,Não identificado,02 Artes Visuais/Cinematográfica > 02.6 Pintura,"No centro figura representando Santa Agatha com espada trespassando os seios. À direita 03 anjos, um dos quais, segura panejamento vermelho.",101,109,,,,Quadro,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
29,52.019/030.030,,Localizado,Cartela,Cartela,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Cartela recortada em curvas e contra curvas. Com entalhes fitomorfos. No centro reservas com curvas e contra curvas incisas, terminando por vieira.",77,92,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
30,52.020/030.031,9 | 16,Localizado,Tábua,Tábua de teto,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Tábua pintada com flores e rocalha, nos tons branco, azul, vermelho. Na parte superior cordão com borla.",,36,195,,,Madeira,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
31,52.021/030.032,16 | 24,Localizado,Pia Ritual,Pia Batismal,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Pia Batismal esculpida em calcáreo róseo, forma arredondada, na borda dois frisos entalhados. Base quadrangular.",35,,,64,,Calcário > Calcáreo róseo,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
32,52.022/030.033,,Localizado,Peanha,Peanha,Não identificado,05 Interiores > 05.1 Acessório de Interiores,"Base retangular com ângulos batidos. Corpo abaulado, pintado de verde com ângulos vermelhos e na parte frontal reserva branca com cercadura azul.",53,37,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
33,52.023/030.034,Nº 67,Localizado,Banco-Arca,Banco-Arca,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Banco Arca com encosto ovalado, recortado com 03 pontas, contornado por friso inciso com desenhos de volutas; o assento retangular é móvel por servir de tampa para a arca; laterais encurvadas em forma de “C” com volutas incisas. Caixa com duas almofadas incisas e fecho de metal com dobradiça; parte superior arredondada; lingüeta com frisos. Na caixa, parafuso com argola.",122,272,,,,Madeira,Brasil > Goiás > Pirenópolis,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
34,52.024/030.035,Nº 11,Localizado,Retábulo,Retábulo (conjunto),Não identificado,04 Construção > 04.4 Fragmento de Construção,"Frontão curvo, arrematado por volutas, ladeado por guirlandas, encimado por cartela recortada com decoração em vieira. Colunas e pedestais com curvas, contra curvas e volutas, com decoração de folha de acanto, ladeado por guirlandas. Duas tiras floridas terminadas por vieiras.","3,3","2,58",,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
35,52.024/030.035,Nº 11,Localizado,Cartela,Cartela,Não identificado,04 Construção > 04.4 Fragmento de Construção,Cartela retangular com frontão em volutas com panejamento. Motivo central circular com entalhes fitomorfos.,71,85,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
36,52.025/030.036,Nº 51,Localizado,Mesa,Mesa,José Francisco Hutim,05 Interiores > 05.5 Peça de Mobiliário,"Mesa de madeira aroeira, versão simplificada de padrão erudito seiscentista, pés e travejamento completo em bolachas, sustentados por 04 travessões também em bolachas. Tampo em duas tábuas de encaixe retangular, caixa para gaveta retangular.",81,126,,,,Madeira > Aroeira,Brasil > Goiás > Município de Goiás,Século XVIII > 1760,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
37,52.026/030.037,,Localizado,Banco-Arca,Banco-Arca,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Encosto reto sustentado por 03 traves verticais encimadas por ponteiras quadrangulares, das colunas das pontas saem os braços em volutas. Assento reto em tampa. Seis pés retos sustentados por duas traves na frente e costas; 02 traves laterais e uma no centro.",96,264,,,,Madeira > Cedro,Brasil > Goiás > Município de Goiás,Século XIX,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
38,52.027/030.038,26 | 34,Localizado,Santo,São Francisco de Paula,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Corpo de pé, posição frontal. Cabeça pendida a frente. Olhos de vidro, abertos e voltados para baixo. Boca entreaberta com cantos levantados. Nariz aquilino, fisionomia serena. Barba esculpida em leque, partida. Braço direito estendido a frente. Braço esquerdo flexionado na diagonal com mão sobre o peito. Mão direita segurando um cajado de metal. Perna direita flexionada a frente, perna esquerda apoiada atrás. Pé direito à frente, pé esquerdo atrás, levemente inclinado para lateral. Hábito franciscano. Peanha retangular vermelha. Pés descalços.",28,12 (peanha),,,,Madeira | Metal,Brasil > Goiás,Século XIX,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
39,52.028/030.039,28 | 36,Localizado,Santo,Santo Antônio,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Corpo de pé, posição frontal; cabeça erecta, olhos abertos, boca fechada, nariz achatado, queixo em bola, fisionomia serena. Cabelos incisos curtos em tonsura, pescoço curto. Braço direito flexionado na vertical. Braço esquerdo flexionado na lateral, segurando um livro. Mão direita expressiva e mão esquerda expressiva de segurar. Pernas firmes a frente. Pés firmes a frente em pequeno afastamento, calçados com sandálias. Hábito beneditino. Peanha retangular com ângulos dianteiros arredondados.",58,19,,,,Madeira,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
40,52.029/030.040,,Localizado,Santo,São Gonçalo,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Corpo de pé, de frente, cabeça inclinada levemente à esquerda, olhos de vidro, boca com cantos levantados, nariz aquilino, fisionomia alegre, cabelos curtos incisos com tonsura, barba curta incisa partida. Braço direito estendido na diagonal, o esquerdo flexionado na vertical. Apoio na perna esquerda, joelho direito flexionado. Pés afastados calçados com sapato de gáspea alta, o direito sobre gruta. Hábito beneditino em fundo escuro com decoração fitomorfa e barra dourada. Sobrepeliz branca com decoração. Peanha em forma de pedra. Madeira policromada com remanescentes de ouro.",39,15,,,,Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
41,52.030/030.041,29,Localizado,Santo,São José de Botas com o Menino Jesus,Não identificado,02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Corpo de pé levemente inclinado a esquerda. Cabeça de perfil meio inclinada a esquerda. Olhos baixos, boca entreaberta. Nariz aquilino, fisionomia triste. Cabelo curto, cacheado. Barba esculpida partida. Pescoço longo. Braço direito flexionado a vertical. Braço esquerdo flexionado na diagonal. Mão direita expressiva de abençoar. Mão esquerda apoiando menino Jesus. Pernas em passo a frente. Túnica ¾ de fundo vermelho com motivos fitomorfos prata e acinzentados. Manto caído sobre o ombro esquerdo transpassado na frente; fundo escuro com motivos fitomorfos prateados. Calçado de botas cano alto. Menino Jesus – sentado de perfil, cabeça meio inclinada a direita. Olhos abertos, boca entreaberta, nariz achatado. Fisionomia serena. Cabelos curtos ondulados, pescoço curto atarracado. Braço direito flexionado na lateral tocando na barba de S. José. Braço esquerdo flexionado na vertical. Pernas flexionadas. Pés descalços em afastamento. Panejamento envolvendo o corpo. Peanha redonda com recortes.",114,51,,,,Madeira,Brasil > Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
42,52.031/030.042,,Localizado,Cadeira,Cadeira da Igreja de Ouro Fino,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Cadeira de forma quadrangular, espaldar e assento de couro lavrado com motivo floral (faltando o couro do assento). Pés retos de seção quadrada, travejamento da frente recortado e entalhado e os demais de tabuado simples.",110,50,,,,Couro > Couro Lavrado | Madeira,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
43,52.032/030.043,21,Localizado,Oratório,Oratório de mesa,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Formato retangular, com perilatura robusta e coroamento de palmeta estilizada. Duas portas com 03 almofadas lisas em cada, presas com dobradiças de metal. Forte embasamento recortado. Pés formando semicírculos com recortes. Frontão curvo encimado por elementos fitomórficos. No interior arcada com entalhes dourados. Pintura anil com estamparia e guarnição dourada.",79,38,,,,Madeira,Não identificado,Século XIX,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
44,52.033/030.044,24,Localizado,Oratório,Oratório,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Oratório de madeira cedro recortada, de proporção esguia, cornija ondulada, empena curvilínea com ressalto nas bordas, forma retangular, pintado de bege com frisos dourados. Remanescentes de ouro sobre fundo pintado. Porta em arco com friso recortado dourado. Frontão triangular encimado por plumas. Interior azul com motivos fitomórficos brancos. Havia uma porta única e paredes laterais de vidro.",165,61,,,,Madeira > Cedro,Não identificado,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
45,52.034/030.045,,Localizado,Balaústre,Balaústre,Não identificado,04 Construção > 04.4 Fragmento de Construção,Balaústre com duas colunas quadrangulares.,90,52,,,,Madeira,Brasil > Goiás > Município de Goiás,Século XVIII,museusibramgoias_-_museu-das-bandeiras,https://museusibramgoias.acervos.museus.gov.br/wp-json/tainacan/v2/collection/1093/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,1093
