,"""Número de registro"",""Outros números"",Denominação,Material/Técnica,Classificação,Autor,""Resumo descritivo"",""Estado de conservação"",""Data de produção"",""Dimensões - largura"",""Dimensões - diâmetro"",""Dimensões - altura"",""Dimensões - espessura"",""Dimensões - profundidade/comprimento"",""Dimensões - peso"",Situação",Número de registro,Outros números,Denominação,Material/Técnica,Classificação,Autor,Resumo descritivo,Estado de conservação,Data de produção,Dimensões - largura,Dimensões - diâmetro,Dimensões - altura,Dimensões - espessura,Dimensões - profundidade/comprimento,Dimensões - peso,Situação,ACERVO,URL,TAINACAN_COLECTION_ID
10,"RPR-6,RPR-6,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,""60,2"",""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
11,"RPR-4,RPR-4,""Reprodução de pintura rupestre da Paraíba"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes da Paraíba pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
12,"RPR-3,RPR-3,""Reprodução de pintura rupestre da Paraíba"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes da Paraíba pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,""50,2"",""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
13,"RPR-2,RPR-2,""Reprodução de pintura rupestre da Paraíba"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes da Paraíba pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,""50,5"",""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
14,"RPR-13,RPR-13,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em amarelo e vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,172,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
15,"RPR-12,RPR-12,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,73,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
16,"RPR-11,RPR-11,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,74,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
17,"RPR-10,RPR-10,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,56,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
18,"RPR-1,RPR-1,""Reprodução de pintura rupestre da Paraíba"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes da Paraíba pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,78,""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
19,"RPR-9,RPR-9,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,""48,2"",""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
20,"RPR-5,RPR-5,""Reprodução de pintura rupestre do Piauí"",""Material | Pintura"",""02 Artes Visuais/Cinematográfica > 02.6 Pintura"",,""Quadro com a reprodução de pinturas rupestres procedentes do Piauí pintadas em vermelho com fundo amarelado"",Bom,""Não se aplica"",,,,1,""48,2"",""Não se aplica"",Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
21,"""RMN-033 e RMN-034"",""RMN-033 e RMN-034"",""Fragmento de borda de prato"",""Cerâmica | Faiança fina"",""16 Amostras/Fragmentos"",,""Fragmento de borda de prato com decoração em azul e branco de origem da península Ibérica, provavelmente séculos XVI e XVII"",Bom,""Não se aplica"",,,,""0,4"",5,14,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
22,"RMN-177,RMN-177,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda sem decoração"",Regular,""Não se aplica"",,,,""0,2"",""1,9"",&lt;1,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
23,"RMN-176,RMN-176,""Fragmento de parede"",""Cerâmica vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede de origem da Península Ibérica e período entre 1500-1822"",Bom,""Não se aplica"",,,,""0,6"",""1,9"",4,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
24,"RMN-175,RMN-175,""Fragmento de parede"",""Cerâmica vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede de origem da Península Ibérica e período entre 1500-1822"",Bom,""Não se aplica"",,,,""0,6"",""3,7"",5,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
25,"RMN-174,RMN-174,""Fragmento de borda"",""Cerâmica vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda de origem da Península Ibérica e período entre 1500-1822"",Bom,""Não se aplica"",,,,""1,6"",5,25,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
26,"RMN-173,RMN-173,""Fragmento de parede"",""Cerâmica vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede de origem da Península Ibérica e período entre 1500-1822"",Bom,""Não se aplica"",,,,""0,5"",""3,6"",6,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
27,"RMN-172,RMN-172,""Fragmento de borda"",""Cerâmica vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda de origem da Península Ibérica e período entre 1500-1822"",Bom,""Não se aplica"",,,,""1,1"",""4,6"",15,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
28,"RMN-171,RMN-171,""Fragmento de telha"",Cerâmica,""16 Amostras/Fragmentos"",,""Fragmento de telha, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""1,4"",""8,6"",109,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
29,"RMN-170,RMN-170,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""0,7"",""3,6"",10,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
30,"RMN-169,RMN-169,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede de utensílio, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""0,8"",""6,4"",33,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
31,"RMN-168,RMN-168,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda com superfície alisada, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""0,8"",""3,1"",5,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
32,"RMN-167,RMN-167,""Fragmento de base"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de base de utensílio, sem a identificação da origem e período"",Ruim,""Não se aplica"",,,,""0,4"",""5,2"",18,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
33,"RMN-166,RMN-166,""Fragmento de parede"",Cerâmica,""16 Amostras/Fragmentos"",,""Fragmento de parede com sem decoração"",Bom,""Não se aplica"",,,,""1,5"",""4,3"",19,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
34,"RMN-165,RMN-165,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda com face externa enegrecida"",Bom,""Não se aplica"",,,,""1,3"",""4,6"",11,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
35,"RMN-164,RMN-164,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com face externa enegrecida"",Bom,""Não se aplica"",,,,""0,4"",""2,3"",3,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
36,"RMN-163,RMN-163,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com face externa enegrecida"",Bom,""Não se aplica"",,,,""0,3"",""2,8"",3,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
37,"RMN-162,RMN-162,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda com as ambas as faces alisadas e brunidas"",Bom,""Não se aplica"",,,,""0,5"",""3,4"",7,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
38,"RMN-161,RMN-161,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""0,7"",""3,7"",7,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
39,"RMN-160,RMN-160,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com face externa alisada"",Bom,""Não se aplica"",,,,""0,6"",""6,8"",46,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
40,"RMN-159,RMN-159,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com face externa alisada"",Bom,""Não se aplica"",,,,""0,8"",""3,3"",14,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
41,"RMN-158,RMN-158,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede homogênea e escura (preta) com face interna com engobe vermelho"",Bom,""Não se aplica"",,,,""0,6"",""4,3"",7,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
42,"RMN-157,RMN-157,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda com a face externa enegrecida"",Regular,""Não se aplica"",,,,""0,8"",""3,4"",6,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
43,"RMN-156,RMN-156,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa engrecida"",Bom,""Não se aplica"",,,,1,""5,2"",24,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
44,"RMN-155,RMN-155,""Fragmento de borda"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de borda sem decoração"",Bom,""Não se aplica"",,,,""0,6"",""5,4"",17,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
45,"RMN-154,RMN-154,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede de utensílio, sem a identificação da origem e período"",Regular,""Não se aplica"",,,,""0,6"",""4,9"",8,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
46,"RMN-153,RMN-153,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com engobe vermelho na face externa e marcas de torno na face interna"",Bom,""Não se aplica"",,,,""0,4"",""8,2"",29,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
47,"RMN-152,RMN-152,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e a face interna enegrecida"",Bom,""Não se aplica"",,,,""0,5"",""5,8"",18,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
48,"RMN-151,RMN-151,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com incisões na face externa"",Bom,""Não se aplica"",,,,""0,6"",5,25,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
49,"RMN-150,RMN-150,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e a face interna enegrecida"",Bom,""Não se aplica"",,,,""0,7"",""2,6"",8,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
50,"RMN-149,RMN-149,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e enegrecida"",Bom,""Não se aplica"",,,,""0,8"",""3,1"",10,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
51,"RMN-148,RMN-148,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e enegrecida"",Bom,""Não se aplica"",,,,""0,6"",""2,7"",6,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
52,"RMN-147,RMN-147,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e enegrecida"",Bom,""Não se aplica"",,,,""0,5"",""4,1"",11,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
53,"RMN-146,RMN-146,""Fragmento de parede"",""Cerâmica não vidrada"",""16 Amostras/Fragmentos"",,""Fragmento de parede com a face externa alisada e enegrecida"",Bom,""Não se aplica"",,,,""0,6"",4,7,Localizado",,,,,,,,,,,,,,,,,mhn_-_reserva-tecnica,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/24/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,24
